old,new
よろしくお願いします,Nice to meet you!
ともに参りましょう,Let's go together!
お会いできて光栄です,It's an honor to meet you!
良き旅になるよう、全力を尽くします,I will do my best to make it a pleasant journey.
どうか、私の力を存分にお使いください,"Please, use my powers to your liking."
我らが竜とともに！,The Dragon is with us!
ご友人がお見えです,Your friend is visible.
覚者さま、お見事です,"Good work, Arisen!"
やりましたね！,We did it!
我が主に竜の加護があらんことを,Bless me with the Dragon's protection.
うまくいきませんね――,It's not going well.
いい手ごたえです,Good reaction.
力が湧いてきました！,My power is overflowing!
一層お役に立ってみせます！,I'll show you I can be useful!
さあ、行きましょう,"Come on, let's go!"
いよいよですね,Finally!
敵を発見！,Enemy sighted!
あそこに敵がいます！,There's an enemy there!
いました、ご注意を！,There! Careful!
あの敵は、まずいですね――,That enemy is disgusting...
強敵です、警戒を！,A formidable foe! Stay vigilant!
感謝します！,Thank you!
早く、助けを！,"Help me, quickly!"
助けてください！,Please help me!
し、しくじりました――！,I...I messed up!
くっ――力が――！,Ugh...my strength!
油断は禁物です！,Negligence is forbidden!
さあ、やりましょう！,"Come on, let's do this!"
倒しました！,Defeated!
我々の勝利です！,This is our victory!
生き延びたようです,Looks like we survived.
今です、覚者さま！,"Do it now, Arisen!"
まだ充分、戦えます,I still have plenty of fight left in me.
厳しい状況ですね,This is a tough situation.
このままでは不利かもしれません,At this rate we will be at a disadvantage!
深手を――負いましたっ――,I've suffered...a grevious wound.
体力が、もう――！,I'm out of stamina!
そんな、まさか――！,This can't be!
これでっ――！,Like this!
回復します,I'm recovering.
敵を引きつけます！,I will attract the enemy!
これで有利になるはずです,This should be to our advantage now.
回避します！,Evading!
喰らえ！,Eat this!
狙います！,Aiming!
逃さない！,I won't let go!
こっちです！,Over here!
はい！,Yes!
承知しました！,Acknowledged!
従えません,I won't follow.
覚者さま、冒険のご準備ですか？,
お出かけですか？必要とあらばお誘い下さい,
ゆっくりして下さい、覚者さま,
戦いの日々、休息も必要です,
お休みなさいませ、覚者さま。よき夢を,
休養もまた、次への大切な準備です,
部屋の雰囲気が変わりましたね,
部屋の模様替え、気分転換になりますね,
覚者さま、エリア探索より戻りました,
今回のエリア探索は、とても良い成果を上げることができました！,
なるほど――　ふむ――　,
見てください、庭に何か来ているみたいです,
Fn Fn――　Fn　Fn――　（鼻歌）,
最善を尽くします、覚者さま,
いただいた武具を活かし、きっとお守りいたします,
このスキルなら、お役に立てるはず,
おお、これなら違う戦い方ができそうです,
この間も結構な旅でしたし――　今しばらく、ゆっくりいたしましょう,
今日はどこにお供しましょう？,
はい、なんでしょう？,
どうしました？覚者さま,
覚者さま、私はあなたと共に――！,
"先日、別の覚者さまに呼ばれ、
クラフトのアシスタントをしてきました",
"先日、他の覚者さまの冒険にお供いたしました
普段通りに働けたと思います",
"先日、他の覚者さまに
私の装備をお褒めいただきました",
覚者さま、今日は私から戦技のご提案があります！,
"覚者さま、あなたにお仕えしてきたおかげで
私の意思疎通力が上がりました！",
覚者さま、今日は私から髪型のご提案があります！,
"覚者さま、新しい家財を入手されたのですね！
一層快適になりそうです！",
覚者さま、お帰りなさいませ,
覚者さま、ご無事で戻られて何よりです,
長くお戻りにならず、心配いたしました――,
無事に帰ってこられましたね,
ここへ帰って来ると落ち着きますね,
体力に不安があれば、ひと休みしていきましょう,
ここなら安全です,
拠点に到着です、仕入れるべき道具、情報はありますか？,
今お助けします！,
そちらに行きます、お待ちを！,
覚者さま、大丈夫ですか！,
頑張って下さい！,
怒っています！　気を引き締めて下さい！ ,
敵が興奮状態です！　攻撃に注意を！,
隙ができました！ チャンスです！,
ダウンしました！ 一気にたたみ掛けましょう！,
揺さぶりにいきます！,
弱点を露出させます！ みなさん攻撃を！,
弱点を狙って攻撃します！　,
攻勢に転じられるよう、支援します！,
敵の能力を下げてみせます！,
属性を付与します！ 一気に攻撃を！,
力を溜めて攻撃します！ 私にお任せを！,
この大技で仕留める！ いくぞ！,
<COL B6FF01>《特技》限界を超えた力、今お見せします！</COL>,<COL B6FF01>[Special Skill] 限界を超えた力、今お見せします！</COL>
<COL B6FF01>《特技》私の活躍、見ていて下さい！</COL>,<COL B6FF01>[Special Skill] 私の活躍、見ていて下さい！</COL>
<COL B6FF01>《特技》秘めたる技を解放します！</COL>,<COL B6FF01>[Special Skill] 秘めたる技を解放します！</COL>
<COL B6FF01>《剛化》一気に体力を奪ってみせます！</COL>,<COL B6FF01>[Harden] 一気に体力を奪ってみせます！</COL>
<COL B6FF01>《剛化》攻撃力を最大まで高めます！</COL>,<COL B6FF01>[Harden] 攻撃力を最大まで高めます！</COL>
<COL B6FF01>《重化》早々に倒れさせてみせます！</COL>,<COL B6FF01>[Heavy] 早々に倒れさせてみせます！</COL>
<COL B6FF01>《重化》敵の体勢を崩してみせます！</COL>,<COL B6FF01>[Heavy] 敵の体勢を崩してみせます！</COL>
<COL B6FF01>《癒活》この戦いに癒しの加護を！</COL>,<COL B6FF01>[Restoration] この戦いに癒しの加護を！</COL>
<COL B6FF01>《癒活》癒しの力で、窮地を越えましょう！</COL>,<COL B6FF01>[Restoration] 癒しの力で、窮地を越えましょう！</COL>
<COL B6FF01>《柔化》やつを状態異常にしてみせます！</COL>,<COL B6FF01>[Weaken] やつを状態異常にしてみせます！</COL>
<COL B6FF01>《柔化》状態異常を狙います！</COL>,<COL B6FF01>[Weaken] 状態異常を狙います！</COL>
<COL B6FF01>《集中》詠唱に集中します！</COL>,<COL B6FF01>[Concentration] 詠唱に集中します！</COL>
<COL B6FF01>《集中》魔力を最大限に高めます！</COL>,<COL B6FF01>[Concentration] 魔力を最大限に高めます！</COL>
<COL B6FF01>《無恐》どんな攻撃にも耐えてみせます！</COL>,<COL B6FF01>[Fearless] どんな攻撃にも耐えてみせます！</COL>
<COL B6FF01>《無恐》恐れずに立ち向かいます！</COL>,<COL B6FF01>[Fearless] 恐れずに立ち向かいます！</COL>
<COL B6FF01>《集視》覚者さま、私が敵を引き受けます！</COL>,<COL B6FF01>[Attraction] 覚者さま、私が敵を引き受けます！</COL>
<COL B6FF01>《集視》ご安心を、私が前に出ます！</COL>,<COL B6FF01>[Attraction] ご安心を、私が前に出ます！</COL>
"<COL B6FF01>《守護》防御性能を引き上げます！
攻めましょう！</COL>",
<COL B6FF01>《守護》味方全員の守りを高めます！</COL>,<COL B6FF01>[Protection] 味方全員の守りを高めます！</COL>
<COL B6FF01>《蘇生》覚者さまの命、私がお救いします！</COL>,<COL B6FF01>[Resurrection] 覚者さまの命、私がお救いします！</COL>
覚者さま、新たな特技を閃きました！,
雇われたポーンから、特技を学びました！,
"覚者さま
付近にジョブ修練敵がいるようです",
そこに修練敵がいます！,
"覚者さま、
見事修練を達成されたようです！",
"覚者さま、
この近くに貴重な宝がありそうです",
"覚者さま、
付近に希少な宝があるかも知れません",
"覚者さま、
近くに何かありそうです、ご確認を",
"この場所は――
なにかありそうですね",
"覚者さま、
思いがけぬ敵に遭遇しました",
この敵――予期せぬ事態ですね,
アイテムを発見しました,
覚者さま、戦術育成などいかがですか？,
主がいつもお世話になっています,
主のご友人ですね、お待ちしていました,
了解！,
分かりました！,
私が治します！,
避けます！,
かわします！,
炎が弱点です！,
氷が弱点です！,
雷が弱点です！,
聖が弱点です！,
闇が弱点です！,
いいものが見つかるといいですね,
無事、生き抜きましょう,
"覚者さま、新たなる力を身につけるため
ご相談があります",
"覚者さま、貴方のおかげで
新たな力を身につけることができました
改めてあなたをサポートさせていただきます",
"覚者さま、私を冒険に同行させて下さい
あなたをサポートさせていただきます",
