old,new
素敵な方。お目にかかれて光栄よ,
良い旅になるように精一杯尽くすわ,
あたしで良ければ、何でも言いつけて,
サポートはお任せを。ふふっ,
気に入って頂けるよう努力するわ,
マスターのこと、よろしくお願いしますね,
あら。マスター、あの方が来たみたい,
さすがは、あたしのマスター,
うふふ！　いい成果でしたね,
この結果、あなたの実力よ,
こういうこともあるわ。気を落とさないで,
ふふっ、ちょっといい感じになったかしら,
みなぎってくる！,
いつまでも、お傍に置いて下さいね,
忘れ物はありません？　道具に、装備に――,
さぁ、行きましょうかマスター,
あら、敵よ,
気をつけて。敵の気配が,
何かいるわ、近くに,
マスター、あれを相手にするの？,
戦って大丈夫？　かなり手ごわそうよ,
ん、ありがとう！,
あぁっ、助けて！！,
ちっ、油断したわ――！,
あぁ――こんなはずじゃ――,
う！　ごめんなさい、マスター！,
さ、始めるわよ,
気合入れていきましょ！,
もっと満足させて頂戴,
ふふ、なかなか良かったわ,
マスターに刃を向ける者は、あたしが許さない,
さぁ、お願い！　抑えてる間に！,
この程度、何でもないわ,
まずいわね――何とかしなくちゃ,
ちょっと辛くなってきたわ――,
うっ！　今は、倒れるわけにはいかない――,
何とか――耐えなくちゃ――！,
ねぇちょっと！？　　だめよ、マスター！,
いくわよっ！,
大丈夫、すぐに癒すわ,
そこのあなた！　あたしを見なさい！,
サポートは任せて！,
やめなさい！,
これでどう？,
はっ！　倒れなさい！,
しつこいのよ！！,
あたしに乗って！　早く！！,
解ったわ！,
仰せのままに,
え！？　急に言われても――,
あら、持ち物の整理ですか？,
道具を確認するってことは、そろそろ出発かしら？,
ちょっと休んでいってもいいんじゃないかしら、マスター,
ね、ここでゆっくり過ごすのも素敵よ,
おやすみなさい、マスター,
次の冒険のためにも、しっかり休んでくださいね,
何だかお部屋の雰囲気が変わったみたい！,
さすがはマスター、センス抜群ね,
マスター、エリア探索から戻りました,
今回のエリア探索、とても良い成果を上げられたのよ！,
うーん――なるほどねぇ,
見て！　庭に何か来てるわ！,
ん、我ながら良い香りだわ――,
新しい装備、似合ってるかしら？,
この装備に見合う働きをしなきゃね,
このスキル、試すのが楽しみだわ,
今までとは一味違う働きをお見せするわ、マスター,
ずーっと、ここで暮らすのもいいと思わない？　マスター,
ん？ 今日はどこに行きます？,
どうかしました？　マスター,
うふふ、ここに居るわ,
お傍に居られて、あたしとっても幸せよ――,
"この前、別の覚者さまのクラフトのお手伝いをしたの
我ながらいいものが作れましたよ",
"先日、別の覚者さまの冒険をサポートしてきたの
どう？　頑張ってきたのよ",
"別の覚者さまが、あたしを見て
センスが素敵だって褒めてらしたわ！",
マスター、今日は私から戦技の提案があるの,
"マスター、あなたにお仕えしてきたおかげで
あたしの意思疎通力が上がったわ！",
マスター、今日はあたしから髪型の提案をしたいの！,
"新しい家財を手に入れたのね
素敵なお部屋になりそう――",
おかえりなさい、マスター,
マスター、ご無事で良かったわ,
ああ、マスター！　戻ってきてくれたのね！,
お疲れ様でした、マスター,
部屋に戻ると何だか力が抜けちゃうわね,
旅は長いわ、一休みしていきましょう,
ここでは気楽にいきましょ,
マスター、道具とか依頼の確認はいいの？,
ちょっと！ 今行くわ！,
やだ危ない、待っててくださいね,
大丈夫よ、マスター,
あたしがついてるわ！,
ふふ、怒ってるのね！,
敵が興奮してるみたい！　気を付けて！,
疲れてるわね、チャンスよ！,
ダウンしてるわ！　一気にいきましょう！,
揺さぶりに行くわね！,
弱点は――、そこよ！,
弱点を叩けば 立っていられないはず！,
反撃に出ましょう、この戦技で支援するわ！,
敵の能力、下げてみせる！,
属性を付与するわ！　攻撃に出ましょう！,
力を溜めたこの攻撃、甘く見ないでね――,
さぁ、特別な技をプレゼントするわね,
<COL B6FF01>《特技》限界を超えた力、お見せしますわ！</COL>,<COL B6FF01>[Special Skill] 限界を超えた力、お見せしますわ！</COL>
<COL B6FF01>《特技》あたしの全力、見せてあげる</COL>,<COL B6FF01>[Special Skill] あたしの全力、見せてあげる</COL>
<COL B6FF01>《特技》ふふ、刺激が足りないようね――</COL>,<COL B6FF01>[Special Skill] ふふ、刺激が足りないようね――</COL>
<COL B6FF01>《剛化》この攻撃、その身に刻んであげる！</COL>,<COL B6FF01>[Harden] この攻撃、その身に刻んであげる！</COL>
<COL B6FF01>《剛化》いつもより強めに行くわね！</COL>,<COL B6FF01>[Harden] いつもより強めに行くわね！</COL>
<COL B6FF01>《重化》倒れる姿が、あなたにはお似合いよ！</COL>,<COL B6FF01>[Heavy] 倒れる姿が、あなたにはお似合いよ！</COL>
<COL B6FF01>《重化》足腰立たなくしてあげる</COL>,<COL B6FF01>[Heavy] 足腰立たなくしてあげる</COL>
<COL B6FF01>《癒活》癒しの加護よ――あたしに力を！</COL>,<COL B6FF01>[Restoration] 癒しの加護よ――あたしに力を！</COL>
<COL B6FF01>《癒活》みんなの消耗、あたしが引き受けるわ！</COL>,<COL B6FF01>[Restoration] みんなの消耗、あたしが引き受けるわ！</COL>
<COL B6FF01>《柔化》この敵には、どんな状態がお似合いかしら？</COL>,<COL B6FF01>[Weaken] この敵には、どんな状態がお似合いかしら？</COL>
<COL B6FF01>《柔化》ふふ、誰から弱らせてあげようかしら</COL>,<COL B6FF01>[Weaken] ふふ、誰から弱らせてあげようかしら</COL>
<COL B6FF01>《集中》この魔力の高まり――すぐに見せてあげる！</COL>,<COL B6FF01>[Concentration] この魔力の高まり――すぐに見せてあげる！</COL>
<COL B6FF01>《集中》ふふ、今ならすらすら詠唱できそう</COL>,<COL B6FF01>[Concentration] ふふ、今ならすらすら詠唱できそう</COL>
<COL B6FF01>《無恐》もう誰も、あたしを止められはしない！</COL>,<COL B6FF01>[Fearless] もう誰も、あたしを止められはしない！</COL>
<COL B6FF01>《無恐》避ける必要、なくなっちゃいそうね</COL>,<COL B6FF01>[Fearless] 避ける必要、なくなっちゃいそうね</COL>
<COL B6FF01>《集視》前に出るわ！　見ていてね、マスター！</COL>,<COL B6FF01>[Attraction] 前に出るわ！　見ていてね、マスター！</COL>
<COL B6FF01>《集視》少しだけ、目立たせてもらうわね</COL>,<COL B6FF01>[Attraction] 少しだけ、目立たせてもらうわね</COL>
<COL B6FF01>《守護》守りを高めるわ、みんな攻めてちょうだい</COL>,<COL B6FF01>[Protection] 守りを高めるわ、みんな攻めてちょうだい</COL>
<COL B6FF01>《守護》これで、痛くなんてないわよ</COL>,<COL B6FF01>[Protection] これで、痛くなんてないわよ</COL>
<COL B6FF01>《蘇生》今倒れるなんて、あたしが許さないわ！</COL>,<COL B6FF01>[Resurrection] 今倒れるなんて、あたしが許さないわ！</COL>
"ふふ！
あたし、新しい特技を閃いちゃったわ",
"お雇いになったポーンの特技
あたしも覚えましたよ",
ねぇ、この辺り、ジョブ修練敵がいるみたい,
そこに修練敵がいるわ！,
修練達成ね！　おめでとう、マスター！,
貴重な宝がある気がするわ、探してみない？,
"マスター、
この辺りに珍しい宝物がありそうよ",
何かあるんじゃないかしら、この辺り,
"この辺りを少し探索してみません？
マスター",
"あら、珍しい敵じゃない！
チャンスかもしれませんよ",
フフ――予想外の出会いね,
あら、なにかしらこれ,
"ねぇ？　そろそろどうかしら――
戦術育成とか",
"うふふ、あなたのお話、
よく聞いてるんですよ",
あたしのこともよろしくお願いしますね,
ふふ、了解よ,
任せてちょうだい,
落ち着いて、もう大丈夫よ,
ふん、そんな攻撃！,
