old,new
お役に立てるかどうか――,
できたらお供を――,
ご、ご一緒できて感激です,
自分のような者で良ければ――,
うまくやれるかどうか――,
どうか、旅が成功しますように――,
あの――誰か、来たみたいです,
なんとかなりましたね,
こんな自分でも、やれた！,
運を味方にできました,
落ち込みます――,
少しは強くなれたような気が――,
やった！　これできっと――,
少し、自信が湧きました,
緊張しますね,
どこまで行くんでしょう,
あっ、あそこに！,
敵が、もう近くに,
敵です、もっと慎重に,
あ、あれと戦うなんて――,
あの敵は――ま、まずいかも――,
た、助かりました,
助けて！！,
うわあっ、だ、誰かっ！,
ああ――力が、抜けていく――,
もう、もうダメかも――,
行くしかない、ですか,
仕方ありません,
つ、疲れましたね,
ああ――緊張しましたぁ,
ご無事で本当に良かったです,
止（と）めました！　今のうちに！,
何ともない、何ともない,
うう、不安です――,
こ、このままでは――,
もう、もうギリギリ――,
は、早く回復しないと！,
え？　――か、覚者さま！？,
待って、もう少し――,
これで少しは,
目立ちたくないけど、ここは――！,
が、頑張って！,
危ない！,
このっ！,
いい加減に！,
ああっ、もうっ！,
早く、今なら！,
うん――,
りょ、了解,
えっ！？　そんな、無理――,
冒険の準備をされるんですか？,
あの、お出かけですか？　良ければお供を――,
お疲れでしたら休まれた方が――,
覚者さまが休めると安心です,
あ、お休みなさい、覚者さま,
休養も大事ですよね,
何だかお部屋の感じが変わりましたね,
ふふ、模様替えって楽しいです,
覚者さま、ただいまエリア探索から戻りました,
今回のエリア探索、中々良い成果を上げられました！,
えっと――ん――、あ、そっか――,
覚者さま、お庭に何かが――,
うーん、美味しくできますように――,
"わ、ありがとうございます！
あの、頑張ります――！",
この装備に見合うような働きをしないと,
このスキルなら、きっと――,
上手く扱えるといいんですけど,
たまには、こうしてゆっくりするのもいいですね,
あ、もしかしてお出かけですか？,
は、はい。なんでしょう？,
あのう、どうかしましたか？,
もっと――もっと、覚者さまのお役に立ちたいです,
"この前、他の覚者さまの元でクラフトのお手伝いをしました
うまく出来ていたらいいんですけど――",
"この間、他の覚者さまのお供をしました。
緊張したけど、頑張ったつもりです",
あの、この前他の覚者さまがこの服装を褒めてくださいました,
覚者さま、今日は戦技のご提案をさせてください！,
覚者さまにお仕えしてきたおかげで、意思疎通力が上がりました！,
覚者さま、今日は髪型のご提案があります！,
"覚者さま、新しい家財を入手されたんですね！
これは快適になりそう――",
覚者さま、おかえりなさい,
はぁ、ご無事で安心しました,
長い間お戻りにならなかったから、ずっと心配でした――,
"良かった、
無事に家までお送りできた――",
やっぱりこの部屋に戻るとほっとしますね,
覚者さま、一休みしていかれますか？,
ふぅ、ここは安心できます,
依頼や情報――いろいろと確認しましょう,
い、今行きますから！,
大丈夫です、すぐに自分が――！,
覚者さま！だ、大丈夫ですか？,
まだ、諦めないで――！,
お、怒ってるみたいです！　気を付けてください！,
興奮状態です！　敵が暴れるかも知れません！,
あっ、敵に隙ができました！,
ダ、ダウンしたみたいです！　いきましょう！,
揺さぶりにいきます！,
弱点を露出します――！　狙ってください！,
弱点――コアを攻撃します！,
支援しますから、反撃を！,
敵の能力、下げてみせます！,
属性を付与します！　攻めに出てください！,
んん、力を溜めて――！,
この大技で――決めますッ！,
<COL B6FF01>《特技》本当の力を、解放します！</COL>,<COL B6FF01>[Special Skill] 本当の力を、解放します！</COL>
<COL B6FF01>《特技》覚者さま、ぜ、全力でいきます――</COL>,<COL B6FF01>[Special Skill] 覚者さま、ぜ、全力でいきます――</COL>
<COL B6FF01>《特技》流れを変えるなら――いまだ！</COL>,<COL B6FF01>[Special Skill] 流れを変えるなら――いまだ！</COL>
<COL B6FF01>《剛化》敵を倒すことに集中します！</COL>,<COL B6FF01>[Harden] 敵を倒すことに集中します！</COL>
<COL B6FF01>《剛化》ありったけの力で――攻撃します！</COL>,<COL B6FF01>[Harden] ありったけの力で――攻撃します！</COL>
<COL B6FF01>《重化》見ててください、敵を倒れさせます！</COL>,<COL B6FF01>[Heavy] 見ててください、敵を倒れさせます！</COL>
<COL B6FF01>《重化》て、敵の体勢を崩します！</COL>,<COL B6FF01>[Heavy] て、敵の体勢を崩します！</COL>
