old,new
目指しましょう！　共に勝利を！！,
最高のパートナーですね、マスター！,
なんと心強い！　負ける気がしません！,
共に行けること、誇りに思います！,
おお！　この出会いに感謝します！,
いざ行かん、試練の旅へ！,
おお！　あの方が来られたのでは？,
これぞ、熱意の成せる業！,
よしッ！　次もこの調子で！！,
我がマスターに栄光あれ！,
くっ――この失敗は次の糧に！,
努力のたまものです！,
我が力、尽きること無し！,
授かりし力、存分に奮う覚悟！,
どんな冒険が始まるのでしょうね、マスター！,
我らの行く手、さえぎるものなし！,
いた、そこか！,
敵発見、備えを！,
我がマスターの邪魔はさせるか！,
これは！　相手にとって不足なし！,
なに、必ず勝機はあるはずです！,
面目ありません！,
――っ、救援を！,
手を貸して下さい！,
む、無念――,
し、しまった――,
先手必勝！,
蹴散らしましょう！,
うむ、いい戦いでした！,
ははは！　我らの勝ちです！,
我がマスターに敵はなし！！,
マスター！！　今です！,
こんな傷など！　まだまだ余裕です,
これしきの傷で、引くものかっ！,
危機にこそ、チャンスがあります！,
ま、まだまだぁ！！,
うおおお、持ちこたえてみせる！！,
マ、マスタァアーー！！！,
はあああああっ！,
よし！　回復だ！,
こっちだぁ！　臆病者ども！,
何度でも助けます！,
そうはさせるか！,
ここで行く！,
受けてみろ！,
我が渾身の力！,
私を踏み台に！,
任せて下さい！,
了解です！,
う！　で、できません！,
おお、冒険のご準備でしょうか？,
"ご出発はいつでしょうか？
是非、お供を！",
マスター？もしやお疲れではありませんか？,
疲れを取ることも大事です！,
お休みになるのですね、マスター！よき夢を！,
次の冒険に向けて英気を養いましょう！,
おお、部屋の雰囲気が変わりましたね！,
模様替えをすると気分転換になりますね,
マスター、エリア探索より戻りました,
今回のエリア探索成果――、 自信があります！,
ほう――ふむふむ――なるほど,
マスター！　庭に何かいるようですよ！,
ははは、料理も楽しいものですね！,
より一層、励む次第です！,
この武具で覚者さまの剣となり盾となり！！,
ああ、はやくこのスキルを試したい！,
よーし、新たな戦いをお見せいたします！,
こういうゆったりした時間も良いものですね、マスター！,
どこにご一緒しようと、お役に立ってみせます！,
はい、マスタ－！　私はここに！,
どうしました、マスター,
いついつまでも、どこまでも、私はマスターと共に！,
"先日、別の覚者さまのクラフトのアシスタントをしました！
もちろん、全力で挑みましたよ！",
先日、別の覚者さまに我が闘志をご評価いただきました！,
この前、別の覚者様に我が装備をお褒めいただきました！,
マスター、今日は私から戦技の提案があります！,
"マスターにお仕えしてきたおかげで
私の意思疎通力が上がりました！",
マスター、今日は私から髪型の提案があります！,
"新しい家財を入手されたのですね！
部屋が一段と快適になりそうです！",
マスター、おかえりなさいませ！,
無事のご帰還何よりです、マスター！,
お戻りになりましたか！　必ずまたお会いできると、信じていました！,
今回の旅も、お供できて光栄でした！,
帰る家があるというのは、いいものですね！,
ようやく一息つけますね  お怪我はありませんか、マスター,
拠点です！ ここなら安全です！,
道具や装備の点検をしておきましょう！,
マスター！　いまお助けします！,
大丈夫ですか！いまそちらに！,
どうされました！ しっかりと！,
さぁ、行きましょう！,
ふっ、怒っているな！,
敵が興奮してますね！　ご注意を！,
隙あり！　この好機、逃す手はありません！,
ダウンしています、全力で攻撃しましょう！,
疲れ果てるまで揺さぶってやる！,
弱点を暴き出します！　――そこだっ！,
弱点を狙う、これが戦いだっ！,
さぁ、攻めに出ましょう！　支援します！,
敵の勢い、この技で削いでみせます！,
属性を付与します！　攻めましょう！,
この力――全身全霊で叩くッ！,
磨き上げたこの妙技、その身に焼き付けろ！,
<COL B6FF01>《特技》見よ！　限界を超えた、この力っ！</COL>,<COL B6FF01>[Special Skill] 見よ！　限界を超えた、この力っ！</COL>
