old,new
協力し、ともに使命達成を,
よろしくお願い申し上げる,
同行の覚者よ、あなたに忠義を尽くそう,
信頼に足る方とお見受けした,
任務成功に向け、最善を尽くす所存,
良き連携のために、最大限努力しよう,
我が主、同士の存在を確認,
任務終了,
ほぼ計算通り,
この成功は必然,
――これは、想定外の結果,
基本能力、上昇,
より高度な戦闘力を獲得！,
この力、全て我が主の為に,
まずは周辺状況の確認を,
帰路の確保を怠らぬよう,
敵影認識。警戒態勢へ,
討伐対象を捕捉,
敵を発見！　油断なきよう,
脅威となる敵発見。慎重に！,
強敵と判断――最大の警戒を！,
支援感謝する,
支援要求！,
まずい、救援を！,
せ、戦線――離脱――,
不覚！　行動――不能に――,
敵排除、開始する！,
戦闘態勢へ移行！,
対象沈黙。まずまずの戦果,
脅威の排除を完了,
戦闘終了！　我々の勝利,
対象の足止めに成功！,
負傷はあるが、問題なし,
状態注意。　早めの対処を,
負傷部位、拡大――！,
この状況での任務継続は困難――,
く、早急な立て直しが必要――,
なっ！？　これでは全ての戦略が無駄に――,
少々――時間を――,
ただちに回復する！,
敵の誘導は、私が,
援護する！,
回避する！,
そこ！,
必中！,
必ず仕留める！,
ここから跳躍を！,
了解した,
命令に従う,
承服しかねる,
装備・道具には重々の確認を,
我が主よ、出立の時が近いとお見受けする,
疲労が溜まる前に、適度に休憩を,
休息も心身の安定には不可欠,
よき眠りを、我が主,
主よ、お休みの間ここに待機していよう,
室内風景が変化,
模様替えの妙――実感,
主よ、ただいまエリア探索より帰還,
この度のエリア探索は、秀逸なる成果,
書を読むことも 主のため――,
主よ、庭に気配を感知,
栄養学的には完璧――,
最善を尽くすと約束しよう,
必ずや主をお守りする,
この戦技なら、お役に立てるはず,
戦術に変更有り,
休息の間、私にできることがあればいかようにも――,
我が主の、次なる目的に備えよう,
主よ、本日の目的は如何に,
呼びかけに応えよう,
全ては主がため――,
"先日、異なる覚者からの要請により
クラフトの補助を遂行し、評価を賜った",
"過日、異なる覚者からの要請により、
旅に同行し、感謝を賜った",
"先日、異なる覚者より
私の装備に良き評価を賜った",
我が主、本日は私から戦技をご提案する,
"主に従う日々により
私の意思疎通力が向上した",
我が主、本日は私から髪型のご提案を,
"新しい家財の入手を確認――
居住性が向上した",
我が主の帰還、お待ちしていた,
主の無事を確認,
主よ、長き留守、憂慮していた――,
これにて此度の護衛を終了,
長旅となったものの無事、帰宅,
拠点に到着、戦闘態勢を解除,
地域住人との交流も、時には有益――,
出発前にはエリア情報や装備の確認を,
ただちに傍へ――,
主の救出を優先,
主の危機を救出,
大事には至らず,
興奮状態を確認、警戒を――,
激昂により、危険な動きをする可能性大,
敵の隙を確認――　今が好機,
敵の動きが停止、総攻撃を開始,
揺さぶりで、疲労させる,
弱点を暴く、お任せを――,
弱点を狙い、効率的に動く,
主のため、支援となる技を放つ,
主のため、敵能力の低下を狙う,
属性付与、開始,
力を溜め、威力を乗せて、敵を撃つ,
持てる最大の技にて、対象を沈黙させる,
<COL B6FF01>《特技》限界を超える力を解放</COL>,<COL B6FF01>[Special Skill] 限界を超える力を解放</COL>
<COL B6FF01>《特技》この戦いに終止符を――</COL>,<COL B6FF01>[Special Skill] この戦いに終止符を――</COL>
<COL B6FF01>《特技》能力の限界、その先を――</COL>,<COL B6FF01>[Special Skill] 能力の限界、その先を――</COL>
<COL B6FF01>《剛化》攻撃に特化し、殲滅する</COL>,<COL B6FF01>[Harden] 攻撃に特化し、殲滅する</COL>
<COL B6FF01>《剛化》攻撃能力上昇――敵を討つ</COL>,<COL B6FF01>[Harden] 攻撃能力上昇――敵を討つ</COL>
