old,new
よぉし、ぼくも頑張ります！,
こんにちは！　一生懸命やりますね！,
一緒に冒険、楽しみです！　わくわくするなぁ,
わぁ、強そうですね！　よろしくお願いします！,
一番の家来を目指します、覚者さま！,
安心してください！　ぼくが守りますから！,
あ！　覚者さま、誰か来ましたよ？,
成功ですね！　覚者さま！,
やったぁ！　お役に立てて嬉しいなぁ,
この次もうまくいきますように！,
あ～、失敗かぁ。悔しいなぁ――,
ぼくの頑張り、見てて下さいね！,
あ！　なんだか今、強くなりました！,
覚者さまより強くなって、きっと守りますから！,
行き先はどこなんですか？　楽しみだな,
今日は何があるんだろう,
あっ！！　ほら、敵ですよ！,
覚者さま、敵があんなところに！,
何かいる――気をつけないと――,
わ！　あれ、すごく強そうですよ！？,
覚者さま、あ、あんなのと戦うんですか？,
ありがとう！,
だ、誰か助けて！！,
こいつを何とかして！,
ごめんなさい、ぼく、もう――,
うっ――やられた――,
よぉし、ぼくがやっつけます！,
ああっ、敵が来ました！,
楽勝でしたね！,
思ったほど強くなかったなぁ,
覚者さまがご無事でよかったです！,
今です！　ほらっ！！,
心配ないですよ！　これくらい,
――ちょっとやられました,
痛たたたっ――でも頑張る――,
か、覚者さまぁ、ぼくもう体力が――,
ああ、だめ――倒れそう――,
え！？　覚者さま、覚者さまぁっ！！,
よーーーしこれでっ！,
あっ！　すぐに治します！,
おーい！　ぼくはこっちだ！,
支援しますね！,
当たらないよ！,
それっ！,
えいやーっ、とう！,
これは痛いぞ！！,
こっちです、さあ跳んで！,
はい、解りました！,
了解っ！,
えぇ！？　ちょっと無理です！,
覚者さま、何してるんですか？,
あっ、もうお出かけの準備ですか？,
もしお疲れなら休んでいきましょう、覚者さま？,
ゆっくりして下さいね覚者さま,
"おやすみなさい
これ、いい夢を見られるおまじないです――",
ゆっくり寝て、また冒険に行きましょうね,
わぁ！　この家財、ぼくも大好きなんです,
模様替えって、なんだか楽しくなっちゃいますね！,
覚者さま、エリア探索より戻りましたぁ,
今回のエリア探索、とっても良い成果を上げられたんですよ！,
へぇ～――　ふぅん――,
"庭に何かいますよ！
ふふ、可愛いな～！",
こうかな？　あっ――入れ過ぎたかも――,
やったぁ！　こういうの欲しかったんです！,
これで覚者さまをばっちりお守りしますからね！,
よぉし、このスキルで頑張るぞ！,
このスキル、コツが要りそうだな～,
ねぇ覚者さま、たまにはの～んびりしましょう,
ん？ どっか行くんですか？,
なんでしょう、覚者さま！,
ねぇねぇ、今日はどこに行くんですか？,
覚者さまのお力になります！,
この間、別の覚者さまのクラフトのアシスタントで褒められました！,
"そうそう、この前、別の覚者さまのお供をしたんです
頑張りました！",
あっ、そういえば、別の覚者さまにこの服を褒められちゃいました！　へへ,
覚者さま、今日はぼくが戦技のご提案をします！,
"覚者さまがお供させてくださったおかげで
ぼく、意思疎通力が上がりました！",
今日はぼく、覚者さまに髪型のご提案があるんです！,
"新しい家財を手に入れたんですね！
すごいすごい！　快適になりますね！",
覚者さま、お帰りなさい,
ほんとはぼくが覚者さまをお守りしたいのになぁ,
帰ってきてくださらなくて、ぼくずっと心配してたんです,
覚者さまを無事お送りする任務、完了！,
今回の旅も楽しかったですね！,
覚者さま、疲れてたら一休みしていきましょう,
ふふ、拠点ごとの特徴見て回るの、好きなんです！,
道具の補充とか、休憩とかしましょう！,
あっ、覚者さま！　いま行きます！,
わ、ちょっと待ってて下さいね！,
これでよしっ、と！,
ほら、もう大丈夫です！,
うわっと、怒ってますよ！　気を付けなきゃ！ ,
怒らせちゃいましたね――　うまく戦わないと！,
疲れてるみたい！ 攻撃チャンスです！,
よし、倒れた！ みんなで攻めましょう！,
揺さぶりにいきます！,
弱点さえ出せば、こっちのもんさ！,
弱点を攻撃します！　ここが嫌いなんだろっ！,
覚者さま――、この戦技で支援します！,
厄介なヤツだなぁ！ この状態異常でどうだ！？,
覚者さま、属性を付与しますね！,
力を溜めて攻撃します！ 任せて！,
ぼくにだってできるさ！ この大技で――いくぞ！,
<COL B6FF01>《特技》力を篭めて――全力でいくよっ！</COL>,<COL B6FF01>[Special Skill] 力を篭めて――全力でいくよっ！</COL>
<COL B6FF01>《特技》この戦い――これで終わらせよう！</COL>,<COL B6FF01>[Special Skill] この戦い――これで終わらせよう！</COL>
<COL B6FF01>《特技》覚者さま、ボクを見ていて下さい！</COL>,<COL B6FF01>[Special Skill] 覚者さま、ボクを見ていて下さい！</COL>
<COL B6FF01>《剛化》悪いけど、痛い目みて貰うよ！</COL>,<COL B6FF01>[Harden] 悪いけど、痛い目みて貰うよ！</COL>
<COL B6FF01>《剛化》全力で叩きにいくよっ！</COL>,<COL B6FF01>[Harden] 全力で叩きにいくよっ！</COL>
<COL B6FF01>《重化》覚者さま、いま倒れさせますから！</COL>,<COL B6FF01>[Heavy] 覚者さま、いま倒れさせますから！</COL>
<COL B6FF01>《重化》よしっ、ぼくがあいつの体勢を崩しますね！</COL>,<COL B6FF01>[Heavy] よしっ、ぼくがあいつの体勢を崩しますね！</COL>
<COL B6FF01>《癒活》届け、癒しの加護！</COL>,<COL B6FF01>[Restoration] 届け、癒しの加護！</COL>
<COL B6FF01>《癒活》みなさん、元気出してください！</COL>,<COL B6FF01>[Restoration] みなさん、元気出してください！</COL>
"<COL B6FF01>《柔化》あいつが弱ったところ、
見てみたいですよね！</COL>",
<COL B6FF01>《柔化》まずは弱らせてみましょう！</COL>,<COL B6FF01>[Weaken] まずは弱らせてみましょう！</COL>
<COL B6FF01>《集中》詠唱に集中――いけます！</COL>,<COL B6FF01>[Concentration] 詠唱に集中――いけます！</COL>
<COL B6FF01>《集中》この魔法でお別れだよ！</COL>,<COL B6FF01>[Concentration] この魔法でお別れだよ！</COL>
<COL B6FF01>《無恐》へへっ、当たったって平気だよ！</COL>,<COL B6FF01>[Fearless] へへっ、当たったって平気だよ！</COL>
<COL B6FF01>《無恐》避けなくてもへっちゃらです！</COL>,<COL B6FF01>[Fearless] 避けなくてもへっちゃらです！</COL>
<COL B6FF01>《集視》よーし、ぼくが前に行きます！</COL>,<COL B6FF01>[Attraction] よーし、ぼくが前に行きます！</COL>
<COL B6FF01>《集視》はい、注目！</COL>,<COL B6FF01>[Attraction] はい、注目！</COL>
<COL B6FF01>《守護》僕が防御力を高める！　皆さんアタックを！</COL>,<COL B6FF01>[Protection] 僕が防御力を高める！　皆さんアタックを！</COL>
<COL B6FF01>《守護》みんなの守り、ぼくに任せて！</COL>,<COL B6FF01>[Protection] みんなの守り、ぼくに任せて！</COL>
<COL B6FF01>《蘇生》覚者さま！　僕が助けます！　さあ！</COL>,<COL B6FF01>[Resurrection] 覚者さま！　僕が助けます！　さあ！</COL>
覚者さま！　ボク、新しい特技を閃きました,
"覚者さまが雇ったポーンの特技――
僕も覚えました！",
この辺り、ジョブ修練の敵がいるみたい,
"あっ、覚者さま！
そこに修練敵がいますよ！",
"覚者さま、ジョブ修練達成ですね！
やったぁ！",
この辺に、キラキラの宝箱がありそうだなぁ,
覚者さま、この辺で宝探ししてみませんか？,
覚者さま、この辺り、何かありますよ！,
うーん、ここって何だかアヤシイなぁ～,
あっ、こいつ珍しいやつだ！,
"ねぇ覚者さま！
これって珍しい敵ですよ！",
いいもの見ーつけた！,
"戦術育成でもっと覚者さまのこと、
教えてほしいです！",
ぼくの覚者さまと仲、いいんですよね！,
"お友達の覚者さま――
来てくださって嬉しいです！",
はーい、そうします！,
任せて！,
ぼくが回復します！,
そのくらい避けられる！,
さっ、と！,
炎が効きそうですよ！,
氷が効きそうですよ！,
雷が効きそうですよ！,
聖が効きそうですよ！,
闇が効きそうですよ！,
いいもの見つけて帰りましょうね！,
何ていうか、変わった島だなぁ,
"覚者様、ボク、
もっともっとお役に立ちたいんです
だからひとつお願いがあります！　",
"覚者さま、ありがとうございました！
手に入れた力で
とことんお助けしますからね！",
"冒険に行きませんか、覚者さま？
ぼくがいっちばん役に立ってみせますよ！",
