158,MANDRAGORA_SPECIES_INFO_501,"産まれたばかりの鎧亜種マンドラゴラ
亜種はレスタニアで相次いで発見されているが
警戒心の強い個体が遺棄物を身に纏ったもので
生態自体に既存種との明確な差は見られない
鎧亜種の他にも亜種は多数存在すると思われる",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,158,
159,MANDRAGORA_SPECIES_INFO_502,"最も基本的な成長を遂げた鎧亜種マンドラゴラ
銅は一般鉱石の中でも特に堅固で武具に
適しているが、腐食しやすいのが難点である
住処を定めず放浪する姿が観測されているが
より良い貴金属鎧を探すためという見方もある",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,159,
160,MANDRAGORA_SPECIES_INFO_503,"固有種の花を咲かせた鎧亜種マンドラゴラ
鎧亜種は体を鎧で覆っているため成長度合いに
合わせて補強用金属を与えてやる必要がある
また、通常種への肥料に金属を混ぜることで
突如鎧亜種化する事例も確認されている",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,160,
161,MANDRAGORA_SPECIES_INFO_504,"固有種の花を咲かせた鎧亜種マンドラゴラ
鎧亜種の身体構造は原種と差異がないため
新米養根家でも育てやすく新種発見しやすい
しかし芯なる樹の樹液を強く受けた本種は
個体差はあるが野性が強くあまり人に慣れない",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,161,
162,MANDRAGORA_SPECIES_INFO_505,"固有種の花を咲かせた鎧亜種マンドラゴラ
花を摘もうと不用意に近づいた男女が
地中から現れたマンドラゴラの被害を受ける
という事件はフィンダムでも少なくない
特に警戒心が強く硬い鎧亜種は危険性が高い",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,162,
163,MANDRAGORA_SPECIES_INFO_506,"固有種の花を咲かせた鎧亜種マンドラゴラ
マンドラゴラは一般的な植物同様暑さに弱いが
鎧亜種は特に熱を持ちやすい性質があるため
原種などに比べると寿命は短い
特に黄花種は日光を好むため致死事故も多い",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,163,
164,MANDRAGORA_SPECIES_INFO_507,"固有種の花を咲かせた鎧亜種マンドラゴラ
与える養分を絞ることで、小さく成長する
また与える肥料を工夫することで鎧亜種以外の
様々な亜種へ派生することがあり
愛玩用として注目されている",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,164,
165,MANDRAGORA_SPECIES_INFO_508,"固有種の花が群生した鎧亜種マンドラゴラ
銅系の鎧亜種への進化は比較的難度が低いが
育成中に衣替えを行い上位種へ進化したり
熱により枯死することが多い
結実まで生存する事例はあまり多くない",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,165,
166,MANDRAGORA_SPECIES_INFO_509,"固有種の花が群生した鎧亜種マンドラゴラ
頭部が発達した個体は鎧の着脱ができないため
鎧を破壊して鎧替えを行うことになる
鎧亜種は根部が鎧に適応しているため
鎧の無い状態では非常に脆弱で生存できない",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,166,
167,MANDRAGORA_SPECIES_INFO_510,"固有種の花が群生した鎧亜種マンドラゴラ
金属の鎧を負う鎧亜種はマンドラゴラ科の中で
特に動きが鈍いとされている
マンドラゴラの黄花は野生の魔物も好んで食し
捕食者の気を逸らすため自らむしることもある",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,167,
